,Job Title,Job Description
933,User Researcher,"What You'll DoThe role of the Talent Acquisition Manager (TAM) is to drive the full spectrum of the recruiting efforts and to fulfill the consulting staff people needs for the Los Angeles office, including event planning and execution, candidate pipeline development, marketing and branding related activities, planning and participating in the interview process, candidate communication and relationship building, and all conversion activities. This role will work with the Recruiting Managing Director and Partner (RMDP), Recruiting Directors (RDs), Regional Talent Acquisition Manager, Business Management Director, recruiting directors at core schools, and regional recruiting teams to lead and execute the annual recruiting pipeline, entry-level core business consulting (Associates and Consultants) and experienced hire pools, as well as support Experienced Hire, Digital, and Analytics recruiting efforts for the office.This individual reports directly to the Talent Acquisition Manager (TAM), but also works closely with the Recruiting Managing Director and Partner (RMDP), Recruiting Director (RD), and regional Talent Acquisition leadership.YOU'RE GOOD AT Driving the Los Angeles office recruiting strategy development (jointly with TAM, RMDP, RDs) Overseeing office-specific recruiting efforts in support of annual Consultant and Associate hiring targets:Candidate pipeline developmentSourcing, screening, interviewing, and converting candidates from managed schools/programs, formal channels (e.g., online applications, referrals), and candidates from ""alternate"" / industry sourcesDecision-round interviewingOfferee conversion Responsible for developing processes and driving change for new initiatives (e.g., short lead time recruiting, ADC recruiting, going deeper at core schools, strengthen presence at other schools) Manage, lead, and develop the Los Angeles office recruiting team (currently scoped as 2 direct reports) Ensuring diversity, equity, and inclusion strategies and principles are incorporated throughout the steps in the hiring process, from pipeline development to conversion; recommend creative and results-oriented ideas to cultivate a diverse pipeline Managing the recruiting commitments process - e.g., select interview cadres, staff events, ensuring the right mix of consulting staff (tenure, gender, school background), making sure commitments are upheld, managing swaps process Managing the annual budget for Los Angeles office recruiting and internship activities Collecting and analyzing information and data to evaluate the effectiveness of recruiting efforts Acting as an initial contact for candidates for the Los Angeles office; responding and following up with all candidate inquiries; establishing and building relationships with top priority candidates Scheduling, planning, and executing office-specific recruiting events Liaising with HR for ""on-boarding"" of new hires (offer letters, signing bonuses, etc.) Preparing analysis and required reports, utilizing the regional analytics team as necessary Planning and executing welcome weekends Ensuring communication with staff around events (confirmations, logistics, feedback from the event) Managing summer internship programs, including coordination and execution of orientation, training, case staffing, performance evaluation, and affiliation events Helping to lead and drive continuous improvement efforts in office recruiting; Working with other offices to improve recruiting efforts Managing short lead time recruiting efforts for the office in close coordination with the region; working with the regional Experienced Hire recruiting team and executive recruiters to fill office Project Leader, Principal, or Expert positions Ensuring recruiting records, global database, and metrics are up to date and accurate Understanding and enforcing company and function policies, and managing risk Building networks and liaising with peers in other offices as well as regional recruiting to ensure alignment on all initiatives; actively participate in the Talent Acquisition Office Leads team calls, meetings, and joint work Select specific responsibilities to deliver on above including:Specialist training and engagementDecision round candidate selectionCandidate coaching and feedback, relationship supportConversion strategy and Offeree Captain coordinationOfferee weekend and summer program strategyConversion trackingSpecial analysis / project coordinationPartner and Principal meeting, and staff meeting support Supporting other office initiatives, such as affiliation and engagement Leading and executing strategic projects as neededYou Bring (experience & Qualifications)Education and experience: Bachelor's Degree or equivalent required, MBA or other graduate degree strongly preferred 8-10 or more years of previous recruiting, HR or other related experience. Prior professional services recruiting experience is a plus Supervisory/management experience required Consulting experience or exposure a plus Experience working successfully within a complex matrix structured organization Flexibility and some travel required, particularly around peak recruiting season and planning weeks. Attendance at key evening and weekend events requiredFunctional and soft skills: Strong organizational skills with strong attention to detail, accuracy and thoroughness Ability to set priorities, plan workflow and take initiative Analytical proficiency; facility with numbers Ability to work effectively with all levels of the organization and work well under pressure Ability to understand and manage complex reporting relationships and incorporate multiple labor laws and cultures Strong interpersonal and communication skills, positive personal and professional image, high standards of professional behavior and ethics Demonstrated leadership ability; works well as team player Excellent oral and written communication skills; able to effectively persuade, influence, and negotiate Comfortable in resolving conflict and people related issues Ability to perform successfully in a fast-paced, intellectually intense, service- oriented environment and to interpret rules and guidelines flexibly to enhance the business and in keeping with BCG's values and culture Display a high degree of flexibility in a demanding, fast-paced, and frequently changing environment Balance competing priorities while keeping constant sight of overall objectives Display strong service orientation in responding to internal and external customer needs Recognize and maintain confidentiality Display self-starting attitude and be proactive; work as a team player; seek and act on feedback as appropriate Self-motivated, takes initiative, possesses creative problem-solving skills and willingness to offer suggestions for improvement; builds relationships to leverage resourceTechnical skills: Exceptional PowerPoint and Excel skills; general computer and database proficiency


        Show more

        


        Show less"
934,User Researcher,"What You'll DoThe role of the Talent Acquisition Manager (TAM) is to drive the full spectrum of the recruiting efforts and to fulfill the consulting staff people needs for the Los Angeles office, including event planning and execution, candidate pipeline development, marketing and branding related activities, planning and participating in the interview process, candidate communication and relationship building, and all conversion activities. This role will work with the Recruiting Managing Director and Partner (RMDP), Recruiting Directors (RDs), Regional Talent Acquisition Manager, Business Management Director, recruiting directors at core schools, and regional recruiting teams to lead and execute the annual recruiting pipeline, entry-level core business consulting (Associates and Consultants) and experienced hire pools, as well as support Experienced Hire, Digital, and Analytics recruiting efforts for the office.This individual reports directly to the Talent Acquisition Manager (TAM), but also works closely with the Recruiting Managing Director and Partner (RMDP), Recruiting Director (RD), and regional Talent Acquisition leadership.YOU'RE GOOD AT Driving the Los Angeles office recruiting strategy development (jointly with TAM, RMDP, RDs) Overseeing office-specific recruiting efforts in support of annual Consultant and Associate hiring targets:Candidate pipeline developmentSourcing, screening, interviewing, and converting candidates from managed schools/programs, formal channels (e.g., online applications, referrals), and candidates from ""alternate"" / industry sourcesDecision-round interviewingOfferee conversion Responsible for developing processes and driving change for new initiatives (e.g., short lead time recruiting, ADC recruiting, going deeper at core schools, strengthen presence at other schools) Manage, lead, and develop the Los Angeles office recruiting team (currently scoped as 2 direct reports) Ensuring diversity, equity, and inclusion strategies and principles are incorporated throughout the steps in the hiring process, from pipeline development to conversion; recommend creative and results-oriented ideas to cultivate a diverse pipeline Managing the recruiting commitments process - e.g., select interview cadres, staff events, ensuring the right mix of consulting staff (tenure, gender, school background), making sure commitments are upheld, managing swaps process Managing the annual budget for Los Angeles office recruiting and internship activities Collecting and analyzing information and data to evaluate the effectiveness of recruiting efforts Acting as an initial contact for candidates for the Los Angeles office; responding and following up with all candidate inquiries; establishing and building relationships with top priority candidates Scheduling, planning, and executing office-specific recruiting events Liaising with HR for ""on-boarding"" of new hires (offer letters, signing bonuses, etc.) Preparing analysis and required reports, utilizing the regional analytics team as necessary Planning and executing welcome weekends Ensuring communication with staff around events (confirmations, logistics, feedback from the event) Managing summer internship programs, including coordination and execution of orientation, training, case staffing, performance evaluation, and affiliation events Helping to lead and drive continuous improvement efforts in office recruiting; Working with other offices to improve recruiting efforts Managing short lead time recruiting efforts for the office in close coordination with the region; working with the regional Experienced Hire recruiting team and executive recruiters to fill office Project Leader, Principal, or Expert positions Ensuring recruiting records, global database, and metrics are up to date and accurate Understanding and enforcing company and function policies, and managing risk Building networks and liaising with peers in other offices as well as regional recruiting to ensure alignment on all initiatives; actively participate in the Talent Acquisition Office Leads team calls, meetings, and joint work Select specific responsibilities to deliver on above including:Specialist training and engagementDecision round candidate selectionCandidate coaching and feedback, relationship supportConversion strategy and Offeree Captain coordinationOfferee weekend and summer program strategyConversion trackingSpecial analysis / project coordinationPartner and Principal meeting, and staff meeting support Supporting other office initiatives, such as affiliation and engagement Leading and executing strategic projects as neededYou Bring (experience & Qualifications)Education and experience: Bachelor's Degree or equivalent required, MBA or other graduate degree strongly preferred 8-10 or more years of previous recruiting, HR or other related experience. Prior professional services recruiting experience is a plus Supervisory/management experience required Consulting experience or exposure a plus Experience working successfully within a complex matrix structured organization Flexibility and some travel required, particularly around peak recruiting season and planning weeks. Attendance at key evening and weekend events requiredFunctional and soft skills: Strong organizational skills with strong attention to detail, accuracy and thoroughness Ability to set priorities, plan workflow and take initiative Analytical proficiency; facility with numbers Ability to work effectively with all levels of the organization and work well under pressure Ability to understand and manage complex reporting relationships and incorporate multiple labor laws and cultures Strong interpersonal and communication skills, positive personal and professional image, high standards of professional behavior and ethics Demonstrated leadership ability; works well as team player Excellent oral and written communication skills; able to effectively persuade, influence, and negotiate Comfortable in resolving conflict and people related issues Ability to perform successfully in a fast-paced, intellectually intense, service- oriented environment and to interpret rules and guidelines flexibly to enhance the business and in keeping with BCG's values and culture Display a high degree of flexibility in a demanding, fast-paced, and frequently changing environment Balance competing priorities while keeping constant sight of overall objectives Display strong service orientation in responding to internal and external customer needs Recognize and maintain confidentiality Display self-starting attitude and be proactive; work as a team player; seek and act on feedback as appropriate Self-motivated, takes initiative, possesses creative problem-solving skills and willingness to offer suggestions for improvement; builds relationships to leverage resourceTechnical skills: Exceptional PowerPoint and Excel skills; general computer and database proficiency


        Show more

        


        Show less"
935,User Researcher,"What You'll DoThe role of the Talent Acquisition Manager (TAM) is to drive the full spectrum of the recruiting efforts and to fulfill the consulting staff people needs for the Los Angeles office, including event planning and execution, candidate pipeline development, marketing and branding related activities, planning and participating in the interview process, candidate communication and relationship building, and all conversion activities. This role will work with the Recruiting Managing Director and Partner (RMDP), Recruiting Directors (RDs), Regional Talent Acquisition Manager, Business Management Director, recruiting directors at core schools, and regional recruiting teams to lead and execute the annual recruiting pipeline, entry-level core business consulting (Associates and Consultants) and experienced hire pools, as well as support Experienced Hire, Digital, and Analytics recruiting efforts for the office.This individual reports directly to the Talent Acquisition Manager (TAM), but also works closely with the Recruiting Managing Director and Partner (RMDP), Recruiting Director (RD), and regional Talent Acquisition leadership.YOU'RE GOOD AT Driving the Los Angeles office recruiting strategy development (jointly with TAM, RMDP, RDs) Overseeing office-specific recruiting efforts in support of annual Consultant and Associate hiring targets:Candidate pipeline developmentSourcing, screening, interviewing, and converting candidates from managed schools/programs, formal channels (e.g., online applications, referrals), and candidates from ""alternate"" / industry sourcesDecision-round interviewingOfferee conversion Responsible for developing processes and driving change for new initiatives (e.g., short lead time recruiting, ADC recruiting, going deeper at core schools, strengthen presence at other schools) Manage, lead, and develop the Los Angeles office recruiting team (currently scoped as 2 direct reports) Ensuring diversity, equity, and inclusion strategies and principles are incorporated throughout the steps in the hiring process, from pipeline development to conversion; recommend creative and results-oriented ideas to cultivate a diverse pipeline Managing the recruiting commitments process - e.g., select interview cadres, staff events, ensuring the right mix of consulting staff (tenure, gender, school background), making sure commitments are upheld, managing swaps process Managing the annual budget for Los Angeles office recruiting and internship activities Collecting and analyzing information and data to evaluate the effectiveness of recruiting efforts Acting as an initial contact for candidates for the Los Angeles office; responding and following up with all candidate inquiries; establishing and building relationships with top priority candidates Scheduling, planning, and executing office-specific recruiting events Liaising with HR for ""on-boarding"" of new hires (offer letters, signing bonuses, etc.) Preparing analysis and required reports, utilizing the regional analytics team as necessary Planning and executing welcome weekends Ensuring communication with staff around events (confirmations, logistics, feedback from the event) Managing summer internship programs, including coordination and execution of orientation, training, case staffing, performance evaluation, and affiliation events Helping to lead and drive continuous improvement efforts in office recruiting; Working with other offices to improve recruiting efforts Managing short lead time recruiting efforts for the office in close coordination with the region; working with the regional Experienced Hire recruiting team and executive recruiters to fill office Project Leader, Principal, or Expert positions Ensuring recruiting records, global database, and metrics are up to date and accurate Understanding and enforcing company and function policies, and managing risk Building networks and liaising with peers in other offices as well as regional recruiting to ensure alignment on all initiatives; actively participate in the Talent Acquisition Office Leads team calls, meetings, and joint work Select specific responsibilities to deliver on above including:Specialist training and engagementDecision round candidate selectionCandidate coaching and feedback, relationship supportConversion strategy and Offeree Captain coordinationOfferee weekend and summer program strategyConversion trackingSpecial analysis / project coordinationPartner and Principal meeting, and staff meeting support Supporting other office initiatives, such as affiliation and engagement Leading and executing strategic projects as neededYou Bring (experience & Qualifications)Education and experience: Bachelor's Degree or equivalent required, MBA or other graduate degree strongly preferred 8-10 or more years of previous recruiting, HR or other related experience. Prior professional services recruiting experience is a plus Supervisory/management experience required Consulting experience or exposure a plus Experience working successfully within a complex matrix structured organization Flexibility and some travel required, particularly around peak recruiting season and planning weeks. Attendance at key evening and weekend events requiredFunctional and soft skills: Strong organizational skills with strong attention to detail, accuracy and thoroughness Ability to set priorities, plan workflow and take initiative Analytical proficiency; facility with numbers Ability to work effectively with all levels of the organization and work well under pressure Ability to understand and manage complex reporting relationships and incorporate multiple labor laws and cultures Strong interpersonal and communication skills, positive personal and professional image, high standards of professional behavior and ethics Demonstrated leadership ability; works well as team player Excellent oral and written communication skills; able to effectively persuade, influence, and negotiate Comfortable in resolving conflict and people related issues Ability to perform successfully in a fast-paced, intellectually intense, service- oriented environment and to interpret rules and guidelines flexibly to enhance the business and in keeping with BCG's values and culture Display a high degree of flexibility in a demanding, fast-paced, and frequently changing environment Balance competing priorities while keeping constant sight of overall objectives Display strong service orientation in responding to internal and external customer needs Recognize and maintain confidentiality Display self-starting attitude and be proactive; work as a team player; seek and act on feedback as appropriate Self-motivated, takes initiative, possesses creative problem-solving skills and willingness to offer suggestions for improvement; builds relationships to leverage resourceTechnical skills: Exceptional PowerPoint and Excel skills; general computer and database proficiency


        Show more

        


        Show less"
936,UI / UX Researcher,"UI/UX ResearcherOverview:Centeva is a dynamic and innovative company committed to delivering exceptional user experiences. We are seeking a talented and experienced UI/UX Researcher to join our team. If you are passionate about understanding user behavior, conducting insightful research, and contributing to the creation of user-centric designs, we want to hear from you!Key Responsibilities:Conduct user research to understand user needs, preferences, and pain points.Plan and execute usability studies, interviews, surveys, and other research methods to gather data and insights.Analyze and interpret research findings to identify opportunities for improving our products' user experiences.Collaborate closely with cross-functional teams including designers, product managers, and developers to integrate user research findings into design decisions.Advocate for user-centered design principles and champion the voice of the user throughout the product development process.Create and maintain detailed user personas, user journey maps, and other research artifacts.Stay up-to-date with industry trends and best practices in UI/UX research and design.Mentor junior members of the UX research team.Qualifications:Bachelor's or Master's degree in Human-Computer Interaction, Psychology, UX Design, or a related field.Minimum of 5 years of professional experience in UI/UX research.Proficiency in using FIGMA for design collaboration and prototyping.Strong knowledge of various user research methodologies, including usability testing, card sorting, surveys, and user interviews.Experience with data analysis tools and techniques.Excellent communication skills, with the ability to present findings and insights effectively to both technical and non-technical stakeholders.A portfolio showcasing past research projects and the impact of your work on product design and user experience.Ability to work collaboratively in a fast-paced, agile environment.Strong problem-solving skills and attention to detail.Desired: Subject to Change (Draft Requirements)Experience with wire framing tools such as Balsamiq, Sketch, or othersExperience with prototyping tools, such as UX Pin, Proto IO, or othersExperience with Javascript librariesExperience with motion graphics or animationCenteva Offers:Health, dental, and vision insurance; 80% of all plan member premiums are paid by CentevaEmployee Life InsuranceShort and Long-Term Disability InsurancePTO and all 10 Federal Holidays as paid days off401(k) with up to 4% employer matchPaid gym membershipProfessional certification course and examination reimbursementProfessional development and trainingPlease include a link or file with your portfolio. Applications without a portfolio will NOT be considered.Powered by JazzHR6kwWVAbm5f
      

        Show more

        


        Show less"
937,User Experience Researcher,"LAC Federal is seeking a User Experience Researcher to support an complete website redesign for a federal library and information center. The User Experience Researcher will play an essential role in carrying out user research and creating plans to improve user experiences . The successful candidate will work closely with teams of librarians, designers, and developers to understand user needs and translate them into effective design solutions. This is an excellent opportunity for a skilled researcher to contribute to an innovative and growing company that values its employees' development and wellbeing.ResponsibilitiesPlanning and conducting user research studies, including surveys, interviews, and usability testingAnalyzing and interpreting user research data to create actionable insights and recommendations for improvementsCollaborating with team members to develop user personas and user journey mapsFacilitating design thinking workshops and brainstorming sessions to generate ideas for new library services and productsCreating user flows and wireframes to communicate design concepts to stakeholdersConducting heuristic evaluations to identify usability issues in existing library systemsStaying current with industry trends and best practices in user experience research, design, and evaluationRequirementsBachelor's degree or higher in human-computer interaction, psychology, or related field3+ years of experience in user research and design, ideally in a library or related industryIn-depth knowledge of qualitative and quantitative research methods, including survey design, interview techniques, and usability testingProficiency in tools such as Sketch, InVision, or Adobe Creative Suite for wireframing and prototypingStrong analytical and critical thinking skills, with the ability to translate complex data into actionable insightsExcellent written and verbal communication skills, including the ability to present research findings and design concepts to diverse audiencesA strong commitment to user-centered design and the ability to work collaboratively in a team environment


        Show more

        


        Show less"
938,User Researcher,"We are looking for a Principal User Researcher who can help to shape the product direction by building a deep understanding of users, competition, and markets. You'll work with designers, product managers, and developers to strategize together on ambiguous and ambitious challenges. You'll apply a broad set of research techniques to create empathy and gather insights that influence the product roadmap. You'll use your storytelling skills to inspire change at all stages of product development by delivering engaging, insightful, and action-oriented recommendations that are easy to digest and act upon.Your primary job as an advocate for our users is to turn their needs into reality by helping the product team understand what would make a user's experience more useful, valuable, and delightful. You'll be joining Microsoft's larger community of researchers across the globe where we share best practices and celebrate our learning in an annual conference, publications, mentorship programs, and more. Our team is dedicated to creating an inclusive culture to build the most diverse and talented group of employees possible. If you embrace a growth mindset, have a record of accomplishment and of delivering results, and find energy in collaborating with others, this is a team and role for you.ResponsibilitiesProactively identifies research needs and potential problem areas that need to be researched while balancing reactive research requests by PM and design teamsWork closely with cross-functional product teams to develop a research strategy that includes generative and evaluative research studies, and ensure the right data is being collected to positively impact the product directionConduct a mixture of qualitative and quantitative research activities to inform product design, including but not limited to: usability studies, heuristic evaluations, interviews, surveys, user journey maps, benchmarks, telemetry analyses, and personasCommunicate your findings in a clear and concise manner to our key stakeholders on the product and design teams, and drive meaningful action based on those findingsHelp foster a diverse and inclusive team environment that empowers our team members to do their best workQualificationsA minimum of MA/MS in Experimental Psychology, Cognitive Psychology, Human Factors, Human-Computer Interaction or a related field, OR significant industry experience7+ years' experience in user experience research, design research, product research or equivalentProven track record of collaborating across many disciplines - data science, marketing, design, program management, and engineering - to influence product strategy and roadmapIn-depth understanding and demonstrated experience with using and appropriately selecting a wide variety of design research methodologies including but not limited to: usability studies, prototype testing, concept value testing, field/remote studies, in-depth interviews, heuristic evaluations, user journey mapping, personas, competitive reviews, benchmark studies, and surveysAbility to quickly and effectively analyze research data and present rich findings simply and clearly to influence product design and directionStrong leadership skills to deliver projects and customer insights within and across product teams that result in strong product impactExperience in emerging technologies such as mixed reality applications and/or computer visionProven ability to develop and communicate a research plan that balances strategic and tactical needsPassion for learning new technologies and understanding the needs of users across a wide range of technical abilitiesExcellent communication, presentation, interpersonal, and analytical skillsComfortable and effective at working with ambiguity and fast-paced environments


        Show more

        


        Show less"
939,User Researcher,"We are looking for a Principal User Researcher who can help to shape the product direction by building a deep understanding of users, competition, and markets. You'll work with designers, product managers, and developers to strategize together on ambiguous and ambitious challenges. You'll apply a broad set of research techniques to create empathy and gather insights that influence the product roadmap. You'll use your storytelling skills to inspire change at all stages of product development by delivering engaging, insightful, and action-oriented recommendations that are easy to digest and act upon.Your primary job as an advocate for our users is to turn their needs into reality by helping the product team understand what would make a user's experience more useful, valuable, and delightful. You'll be joining Microsoft's larger community of researchers across the globe where we share best practices and celebrate our learning in an annual conference, publications, mentorship programs, and more. Our team is dedicated to creating an inclusive culture to build the most diverse and talented group of employees possible. If you embrace a growth mindset, have a record of accomplishment and of delivering results, and find energy in collaborating with others, this is a team and role for you.ResponsibilitiesProactively identifies research needs and potential problem areas that need to be researched while balancing reactive research requests by PM and design teamsWork closely with cross-functional product teams to develop a research strategy that includes generative and evaluative research studies, and ensure the right data is being collected to positively impact the product directionConduct a mixture of qualitative and quantitative research activities to inform product design, including but not limited to: usability studies, heuristic evaluations, interviews, surveys, user journey maps, benchmarks, telemetry analyses, and personasCommunicate your findings in a clear and concise manner to our key stakeholders on the product and design teams, and drive meaningful action based on those findingsHelp foster a diverse and inclusive team environment that empowers our team members to do their best workQualificationsA minimum of MA/MS in Experimental Psychology, Cognitive Psychology, Human Factors, Human-Computer Interaction or a related field, OR significant industry experience7+ years' experience in user experience research, design research, product research or equivalentProven track record of collaborating across many disciplines - data science, marketing, design, program management, and engineering - to influence product strategy and roadmapIn-depth understanding and demonstrated experience with using and appropriately selecting a wide variety of design research methodologies including but not limited to: usability studies, prototype testing, concept value testing, field/remote studies, in-depth interviews, heuristic evaluations, user journey mapping, personas, competitive reviews, benchmark studies, and surveysAbility to quickly and effectively analyze research data and present rich findings simply and clearly to influence product design and directionStrong leadership skills to deliver projects and customer insights within and across product teams that result in strong product impactExperience in emerging technologies such as mixed reality applications and/or computer visionProven ability to develop and communicate a research plan that balances strategic and tactical needsPassion for learning new technologies and understanding the needs of users across a wide range of technical abilitiesExcellent communication, presentation, interpersonal, and analytical skillsComfortable and effective at working with ambiguity and fast-paced environments


        Show more

        


        Show less"
940,UX Design Researcher,"Job DescriptionWe are a national staffing firm and are currently seeking a --------UX Design Researcher for a prominent client of ours. This position is a hybrid role only going onsite 3 days a week 2 remote located in --South San Francisco, CA. Details for the position are as follows:This role will be responsible to support the Experience Design Director in planning and conducting end-to-end customer experience research across the prioritized Experience Operations roadmap. By employing best practices in Design Thinking and Human Centered Design methodologies, the Design Researcher will be expected to present research findings at multiple levels within the organization. These findings will include the analysis of current state customer experiences, gaps in experiences, qualitative data analysis, metrics, and the comparison of brand experiences across the portfolio of offerings. Further, the UX Design Researcher is expected to work closely with the CX Researcher, Sr. Business Analyst, Data Analytics Analyst, and Studio Design Lead to determine transformational opportunities within the patient, other customers, and employee experience. This is a varied role that is key to the effective delivery of analysis that will drive the experience designs which underpin strategic transformation within the brand. This role will require a natural orientation to patients and customer empathy. The Experience Design Researcher will take the lead in gathering insights, and data to support journey analysis and design, and will also support CX/UX workshops such as Service Modeling, Micro Journey Mapping or Design Sprints. The Experience Design Researcher will play a key role in the preparation of materials preceding these events and post-event read-outs, curating a library of experience journey maps and design documents that can be referred to and updated to inspire a learning environment and continuous improvement.QualificationsPay rate $45-90Bachelor’s degreeExperience in a CX or UX Research disciplinesExperience in Google Workspace, MS SuiteContent Management SystemAnalytical tool


        Show more

        


        Show less"
941,UX Researcher -Morgan Stanley,"UX ResearcherLocation: New York City (3 days per week onsite)VISA: Citizen, GCMust have 3-5 years UX research experience. Willingness to run studies from end-to-end (you'll be responsible for every single step, from recruiting participants to sharing insights). Experience implementing a range of methodologies, both qualitative (e.g., moderated, unmoderated etc,.) and quantitative (e.g., A/B or multivariate testing, card sorting, survey design etc,.) A persuasive and compelling presentation style and ability to clearly communicate research insights. Familiarity with tools like Figma, UserZoom, UserTesting, Optimal Workshop, Usability Hub, and Enjoy HQ preferred. Experience in financial services, or a large corporate environment.Mid-Level UX ResearcherOverviewWe employ design thinking methods and a user-centered approach to solve real business problems. If you can bring clarity to complexity, Client compelling user insights, and have gone the extra mile to create delight, we want you!Once Here You Will... Manage both large and small research initiatives end-to-end in an Agile environment. Partner with Product Management, Product Design, Data & Analytics, and Technology teams to define research questions and goals, conduct appropriate studies, analyze the findings, and communicate results with clear and compelling presentations. Plan, design, and conduct qualitative user research studies (e.g., write moderator's guides, conduct in-depth interviews, moderated and unmoderated sessions, etc.).Be willing to take on any task or responsibility, big or small, that furthers the growth of the team. Help to adapt and innovate research practices to meet a rapidly growing team's need. Help to identify opportunities for impactful UX research across the firm. Help promote a data-driven culture that prioritizes user insights and combats assumptions. Thrive in a work culture that is full of collaboration, teamwork, inclusiveness, and warmth.QualificationsSkills You'll Bring 3-5 years UX research experience. Willingness to run studies from end-to-end (you'll be responsible for every single step, from recruiting participants to sharing insights). Experience implementing a range of methodologies, both qualitative (e.g., moderated, unmoderated etc,.) and quantitative (e.g., A/B or multivariate testing, card sorting, survey design etc,.) A persuasive and compelling presentation style and ability to clearly communicate research insights. Familiarity with tools like Figma, UserZoom, UserTesting, Optimal Workshop, Usability Hub, and Enjoy HQ preferred. Experience in financial services, or a large corporate environment preferred. Willingness to help the team, ask a lot of questions, and collaborate The ability to adapt, pivot, and roll with the punchesBachelor's Degree
      

        Show more

        


        Show less"
942,UX Researcher,"Job Title: UX ResearcherLocation: In-Lab in Seattle, WARole Type: OnsiteRObert Half is seeing a UX Researcher for our client, a leading Evidence-driven Design™ firm, specializes in solving complex Customer Experience (CX) and Employee Experience (EX) challenges for a diverse range of clients, from global Fortune 100 companies to dynamic start-ups. With over two decades of expertise in UX research, strategy, design, and development, they operates out of four studios across major U.S. cities, delivering cutting-edge solutions that shape user experiences.We are seeking a seasoned UX Researcher to join our Smart Glasses team for a critical project. This temporary role is pivotal in conducting in-depth research to enhance user interfaces and design flows, ultimately improving the overall user experience of our products.Contract Duration:Estimated Dates: November 17, 2023, to December 15, 2023 (potential future project opportunities)Estimated Hours: 132 hours (Shorter hours in the first week and Thanksgiving, followed by 3 weeks of 40 hours, and another week for wrap-up)Key Responsibilities:Conduct qualitative research within a 4-week period, focusing on evaluative feedback on design alternatives, UI flows, and tactical usability.Utilize open-ended questions during research sessions.Prepare a Topline Summary including recommendations, insights, transcripts, and video highlight reels, to be delivered 2 days after session completion.Report directly to the Project Director.Collaborate closely with the Smart Glasses team and other stakeholders.Requirements:Level: L2+ experience in UX research.Strong expertise in qualitative research methodologies.Ability to synthesize data and provide actionable insights.Excellent communication and presentation skills.Availability to start on November 17, 2023, with potential flexibility to begin on November 20, 2023.Availability to interview Monday-Wednesday next week.Willingness to work onsite in our Seattle lab.What We Offer:A dynamic and collaborative work environment.An opportunity to contribute to groundbreaking projects in UX.Competitive compensation for the duration of the project.Pay: $50-55/hr


        Show more

        


        Show less"
943,UX Researcher (Remote),"Our History:From our start in 2009, Conexess has established itself in 3 markets, employing nearly 200+ individuals nation-wide. Operating in over 15 states, our client base ranges from Fortune 500/1000 companies to mid-small range companies. For the majority of the mid-small range companies, we are exclusively used due to our outstanding staffing track record. Who We Are:Conexess is a full-service staffing firm offering contract, contract-to hire, and direct placements. We have a wide range of recruiting capabilities extending from help desk technicians to CIOs. We are also capable of offering project-based work. Conexess Group is aiding a large healthcare client in their search for a UX Researcher in a remote capacity. This is a long-term opportunity with a competitive compensation package. Responsibilities:Collaborate with stakeholders to understand research requests and identify potential problem/opportunity areas for study, as well as build and maintain relationships with their respective business units within the enterprise.Coordinate, guide and collaborate with sub-teams (Experience Owners, Content Strategy, Data & Analytics) to ensure alignment with the overall colleague experience plan, priorities, and project timelines.Serve as the subject-matter expert and key partner in research design and analysis, utilizing traditional and modern methodologies to execute research plans.Create effective and comprehensive research plans for both one-time research projects and ongoing project work, while also reviewing past research to identify opportunities for optimization.Support the design and creation of research artifacts such as user personas, journey maps, experience maps, success metrics (KPIs).Drive large survey efforts, create dashboards for both internal and external use, and bring quantitative weight to strategic and roadmap planning.Collaborate with product team leadership and aligned end user experience owners where applicable to (product, application & engineering) to integrate learnings into overall TXS program and measurement.Collaborate and mentor the entire research team, including junior research team members to establish and promote consistent, rigorous research practices and standards; model and advocate for those standards on our team and promote research excellence across the organization.Proactively investigate and learn new processes, techniques, and emerging technologies for user research.Proactively provide strategic ideas and suggestions for research team improvement to management.Effectively navigate competing priorities for a product's research plan to deliver quality results on time.Drive product improvement at the systems level through effective communication, post-study follow-up & planning, and relational influence amongst known cross-functional teams.Qualifications:BA/BS in computer science, human-computer interaction, experimental psychology, or a related field is required, a masters degree is preferred6+ years’ experience in applied UX and product research, planning and conducting qualitative and quantitative research in complex environments (or a master’s degree and 3 years of professional work experience, or a PhD degree) is requiredProven experience in qualitative user-centered design methods as well as quantitative, behavioral analysis, and statistical concepts with firsthand experience creating journey maps, affinity maps, persons and design heuristic analyses.More than proficient in MS Office suite - Word, Excel, PowerPoint, Outlook, survey tools (UserZoom, User Testing, Verint, Qualtrics, etc.) and some statistical software.Strong research strategy skills in user research and analysis, including but not limited to personas, customer journeys, interviews, surveys, and usability testing.Strong UX experience in areas of design thinking, ideation, and brainstorming techniques, as well as concept validation.Have advanced project planning, prioritization, and management skills in a rapidly-changing and dynamic environment.Have prior work involving collaboration within design teams (with other designers, UX researchers, and content designers) and cross-functionally (program management, product management, engineering).Comfortable and confident when presenting work to senior leaders.Excellent presentation, communication, written, documentation, and organization skills. Attention to detail, especially as it relates to complex customer interactions.


        Show more

        


        Show less"
